url,url_length,num_dots,num_hyphens,num_at,num_question,num_equal,num_slash,https,has_ip,suspicious_word,num_digits,num_subdomains,label
https://www.twitter.co,22,2,0,0,0,0,2,1,0,0,0,1,0
http://confirm557-twitter.net,29,1,1,0,0,0,2,0,0,1,3,0,1
https://www.netflix.in,22,2,0,0,0,0,2,1,0,0,0,1,0
http://confirm-microsoft.in,27,1,1,0,0,0,2,0,0,1,0,0,1
https://www.linkedin.net,24,2,0,0,0,0,2,1,0,0,0,1,0
https://www.twitter.net,23,2,0,0,0,0,2,1,0,0,0,1,0
https://www.google.org,22,2,0,0,0,0,2,1,0,0,0,1,0
http://update552-microsoft.com,30,1,1,0,0,0,2,0,0,1,3,0,1
https://www.flipkart.in,23,2,0,0,0,0,2,1,0,0,0,1,0
https://www.flipkart.com,24,2,0,0,0,0,2,1,0,0,0,1,0
http://216.98.177.68/signin,27,3,0,0,0,0,3,0,1,1,10,2,1
http://188.194.145.45/banking,29,3,0,0,0,0,3,0,1,1,11,2,1
http://account-apple.org,24,1,1,0,0,0,2,0,0,1,0,0,1
http://update773-microsoft.in,29,1,1,0,0,0,2,0,0,1,3,0,1
https://www.facebook.net,24,2,0,0,0,0,2,1,0,0,0,1,0
https://www.github.org,22,2,0,0,0,0,2,1,0,0,0,1,0
http://google-account762.com,28,1,1,0,0,0,2,0,0,1,3,0,1
http://github-signin131.com,27,1,1,0,0,0,2,0,0,1,3,0,1
http://46.118.245.51/secure,27,3,0,0,0,0,3,0,1,1,10,2,1
http://update-twitter.com,25,1,1,0,0,0,2,0,0,1,0,0,1
https://www.twitter.org,23,2,0,0,0,0,2,1,0,0,0,1,0
http://amazon456.verify.co,26,2,0,0,0,0,2,0,0,1,3,1,1
https://www.linkedin.co,23,2,0,0,0,0,2,1,0,0,0,1,0
https://www.microsoft.org,25,2,0,0,0,0,2,1,0,0,0,1,0
https://www.facebook.org,24,2,0,0,0,0,2,1,0,0,0,1,0
https://www.flipkart.net,24,2,0,0,0,0,2,1,0,0,0,1,0
https://www.flipkart.net,24,2,0,0,0,0,2,1,0,0,0,1,0
https://www.apple.com,21,2,0,0,0,0,2,1,0,0,0,1,0
https://www.facebook.org,24,2,0,0,0,0,2,1,0,0,0,1,0
https://www.flipkart.co,23,2,0,0,0,0,2,1,0,0,0,1,0
https://www.facebook.org,24,2,0,0,0,0,2,1,0,0,0,1,0
http://update-github.com,24,1,1,0,0,0,2,0,0,1,0,0,1
http://amazon773.verify.org,27,2,0,0,0,0,2,0,0,1,3,1,1
http://linkedin-signin967.com,29,1,1,0,0,0,2,0,0,1,3,0,1
https://www.flipkart.net,24,2,0,0,0,0,2,1,0,0,0,1,0
https://www.amazon.net,22,2,0,0,0,0,2,1,0,0,0,1,0
http://linkedin-login601.net,28,1,1,0,0,0,2,0,0,1,3,0,1
http://50.123.249.95/banking,28,3,0,0,0,0,3,0,1,1,10,2,1
https://www.linkedin.org,24,2,0,0,0,0,2,1,0,0,0,1,0
http://microsoft193.password.org,32,2,0,0,0,0,2,0,0,1,3,1,1
http://password509-amazon.com,29,1,1,0,0,0,2,0,0,1,3,0,1
https://www.facebook.org,24,2,0,0,0,0,2,1,0,0,0,1,0
https://www.flipkart.org,24,2,0,0,0,0,2,1,0,0,0,1,0
https://www.github.in,21,2,0,0,0,0,2,1,0,0,0,1,0
http://github924.confirm.com,28,2,0,0,0,0,2,0,0,1,3,1,1
http://confirm371-facebook.net,30,1,1,0,0,0,2,0,0,1,3,0,1
http://100.151.175.248/password,31,3,0,0,0,0,3,0,1,1,12,2,1
https://www.apple.co,20,2,0,0,0,0,2,1,0,0,0,1,0
http://35.134.83.27/update,26,3,0,0,0,0,3,0,1,1,9,2,1
http://signin175-facebook.org,29,1,1,0,0,0,2,0,0,1,3,0,1
http://banking-netflix.com,26,1,1,0,0,0,2,0,0,1,0,0,1
https://www.facebook.com,24,2,0,0,0,0,2,1,0,0,0,1,0
https://www.github.net,22,2,0,0,0,0,2,1,0,0,0,1,0
https://www.netflix.com,23,2,0,0,0,0,2,1,0,0,0,1,0
https://www.flipkart.co,23,2,0,0,0,0,2,1,0,0,0,1,0
https://www.flipkart.net,24,2,0,0,0,0,2,1,0,0,0,1,0
https://www.linkedin.co,23,2,0,0,0,0,2,1,0,0,0,1,0
http://login-google.net,23,1,1,0,0,0,2,0,0,1,0,0,1
https://www.apple.in,20,2,0,0,0,0,2,1,0,0,0,1,0
https://www.github.in,21,2,0,0,0,0,2,1,0,0,0,1,0
https://www.facebook.co,23,2,0,0,0,0,2,1,0,0,0,1,0
https://www.twitter.co,22,2,0,0,0,0,2,1,0,0,0,1,0
http://microsoft417.verify.in,29,2,0,0,0,0,2,0,0,1,3,1,1
https://www.google.in,21,2,0,0,0,0,2,1,0,0,0,1,0
https://www.microsoft.org,25,2,0,0,0,0,2,1,0,0,0,1,0
https://www.github.net,22,2,0,0,0,0,2,1,0,0,0,1,0
http://netflix-login173.com,27,1,1,0,0,0,2,0,0,1,3,0,1
http://login323-flipkart.org,28,1,1,0,0,0,2,0,0,1,3,0,1
http://93.17.21.37/signin,25,3,0,0,0,0,3,0,1,1,8,2,1
http://confirm-microsoft.co,27,1,1,0,0,0,2,0,0,1,0,0,1
https://www.amazon.com,22,2,0,0,0,0,2,1,0,0,0,1,0
https://www.netflix.net,23,2,0,0,0,0,2,1,0,0,0,1,0
http://amazon-verify904.org,27,1,1,0,0,0,2,0,0,1,3,0,1
https://www.microsoft.com,25,2,0,0,0,0,2,1,0,0,0,1,0
http://login-amazon.co,22,1,1,0,0,0,2,0,0,1,0,0,1
http://update-amazon.co,23,1,1,0,0,0,2,0,0,1,0,0,1
https://www.twitter.org,23,2,0,0,0,0,2,1,0,0,0,1,0
http://github-account672.net,28,1,1,0,0,0,2,0,0,1,3,0,1
http://141.30.96.168/verify,27,3,0,0,0,0,3,0,1,1,10,2,1
http://167.74.75.188/verify,27,3,0,0,0,0,3,0,1,1,10,2,1
https://www.amazon.net,22,2,0,0,0,0,2,1,0,0,0,1,0
https://www.amazon.co,21,2,0,0,0,0,2,1,0,0,0,1,0
http://confirm-netflix.in,25,1,1,0,0,0,2,0,0,1,0,0,1
https://www.flipkart.com,24,2,0,0,0,0,2,1,0,0,0,1,0
http://apple618.banking.com,27,2,0,0,0,0,2,0,0,1,3,1,1
https://www.netflix.com,23,2,0,0,0,0,2,1,0,0,0,1,0
http://password-google.com,26,1,1,0,0,0,2,0,0,1,0,0,1
https://www.google.net,22,2,0,0,0,0,2,1,0,0,0,1,0
http://amazon-password240.com,29,1,1,0,0,0,2,0,0,1,3,0,1
https://www.google.in,21,2,0,0,0,0,2,1,0,0,0,1,0
https://www.amazon.com,22,2,0,0,0,0,2,1,0,0,0,1,0
https://www.netflix.org,23,2,0,0,0,0,2,1,0,0,0,1,0
https://www.google.org,22,2,0,0,0,0,2,1,0,0,0,1,0
http://microsoft-account528.com,31,1,1,0,0,0,2,0,0,1,3,0,1
http://confirm-microsoft.org,28,1,1,0,0,0,2,0,0,1,0,0,1
https://www.apple.in,20,2,0,0,0,0,2,1,0,0,0,1,0
http://signin546-microsoft.co,29,1,1,0,0,0,2,0,0,1,3,0,1
https://www.google.in,21,2,0,0,0,0,2,1,0,0,0,1,0
https://www.github.com,22,2,0,0,0,0,2,1,0,0,0,1,0
http://update-facebook.org,26,1,1,0,0,0,2,0,0,1,0,0,1
http://password-linkedin.net,28,1,1,0,0,0,2,0,0,1,0,0,1
https://www.amazon.org,22,2,0,0,0,0,2,1,0,0,0,1,0
http://206.128.160.148/confirm,30,3,0,0,0,0,3,0,1,1,12,2,1
http://verify-google.co,23,1,1,0,0,0,2,0,0,1,0,0,1
http://24.66.117.109/login,26,3,0,0,0,0,3,0,1,1,10,2,1
http://netflix-signin458.org,28,1,1,0,0,0,2,0,0,1,3,0,1
https://www.netflix.in,22,2,0,0,0,0,2,1,0,0,0,1,0
https://www.apple.in,20,2,0,0,0,0,2,1,0,0,0,1,0
http://twitter879.update.in,27,2,0,0,0,0,2,0,0,1,3,1,1
http://netflix241.update.org,28,2,0,0,0,0,2,0,0,1,3,1,1
http://verify-google.net,24,1,1,0,0,0,2,0,0,1,0,0,1
http://facebook135.password.net,31,2,0,0,0,0,2,0,0,1,3,1,1
http://banking876-apple.net,27,1,1,0,0,0,2,0,0,1,3,0,1
http://facebook753.verify.co,28,2,0,0,0,0,2,0,0,1,3,1,1
http://confirm858-github.net,28,1,1,0,0,0,2,0,0,1,3,0,1
https://www.amazon.com,22,2,0,0,0,0,2,1,0,0,0,1,0
http://12.17.211.252/password,29,3,0,0,0,0,3,0,1,1,10,2,1
https://www.netflix.org,23,2,0,0,0,0,2,1,0,0,0,1,0
https://www.netflix.co,22,2,0,0,0,0,2,1,0,0,0,1,0
https://www.twitter.com,23,2,0,0,0,0,2,1,0,0,0,1,0
https://www.facebook.in,23,2,0,0,0,0,2,1,0,0,0,1,0
https://www.twitter.com,23,2,0,0,0,0,2,1,0,0,0,1,0
http://password514-apple.net,28,1,1,0,0,0,2,0,0,1,3,0,1
http://secure451-github.com,27,1,1,0,0,0,2,0,0,1,3,0,1
http://53.149.30.183/password,29,3,0,0,0,0,3,0,1,1,10,2,1
https://www.twitter.com,23,2,0,0,0,0,2,1,0,0,0,1,0
https://www.apple.com,21,2,0,0,0,0,2,1,0,0,0,1,0
http://banking-linkedin.in,26,1,1,0,0,0,2,0,0,1,0,0,1
http://secure648-flipkart.org,29,1,1,0,0,0,2,0,0,1,3,0,1
http://netflix-password723.co,29,1,1,0,0,0,2,0,0,1,3,0,1
https://www.apple.in,20,2,0,0,0,0,2,1,0,0,0,1,0
http://verify-netflix.net,25,1,1,0,0,0,2,0,0,1,0,0,1
http://secure686-microsoft.net,30,1,1,0,0,0,2,0,0,1,3,0,1
https://www.apple.com,21,2,0,0,0,0,2,1,0,0,0,1,0
http://apple-verify214.co,25,1,1,0,0,0,2,0,0,1,3,0,1
https://www.flipkart.org,24,2,0,0,0,0,2,1,0,0,0,1,0
https://www.facebook.in,23,2,0,0,0,0,2,1,0,0,0,1,0
http://208.192.42.114/login,27,3,0,0,0,0,3,0,1,1,11,2,1
https://www.apple.in,20,2,0,0,0,0,2,1,0,0,0,1,0
http://verify804-linkedin.com,29,1,1,0,0,0,2,0,0,1,3,0,1
http://signin621-linkedin.net,29,1,1,0,0,0,2,0,0,1,3,0,1
https://www.microsoft.net,25,2,0,0,0,0,2,1,0,0,0,1,0
https://www.google.net,22,2,0,0,0,0,2,1,0,0,0,1,0
http://account-linkedin.in,26,1,1,0,0,0,2,0,0,1,0,0,1
http://google-banking965.co,27,1,1,0,0,0,2,0,0,1,3,0,1
http://update-twitter.com,25,1,1,0,0,0,2,0,0,1,0,0,1
http://banking184-github.net,28,1,1,0,0,0,2,0,0,1,3,0,1
http://signin612-twitter.in,27,1,1,0,0,0,2,0,0,1,3,0,1
http://117.186.204.13/password,30,3,0,0,0,0,3,0,1,1,11,2,1
https://www.netflix.co,22,2,0,0,0,0,2,1,0,0,0,1,0
http://google983.login.co,25,2,0,0,0,0,2,0,0,1,3,1,1
https://www.amazon.com,22,2,0,0,0,0,2,1,0,0,0,1,0
http://signin222-netflix.org,28,1,1,0,0,0,2,0,0,1,3,0,1
http://flipkart137.update.net,29,2,0,0,0,0,2,0,0,1,3,1,1
https://www.microsoft.in,24,2,0,0,0,0,2,1,0,0,0,1,0
http://105.142.71.27/signin,27,3,0,0,0,0,3,0,1,1,10,2,1
http://80.212.245.216/signin,28,3,0,0,0,0,3,0,1,1,11,2,1
https://www.netflix.co,22,2,0,0,0,0,2,1,0,0,0,1,0
https://www.google.com,22,2,0,0,0,0,2,1,0,0,0,1,0
https://www.google.com,22,2,0,0,0,0,2,1,0,0,0,1,0
https://www.facebook.net,24,2,0,0,0,0,2,1,0,0,0,1,0
http://facebook-account769.co,29,1,1,0,0,0,2,0,0,1,3,0,1
https://www.github.co,21,2,0,0,0,0,2,1,0,0,0,1,0
http://login439-google.org,26,1,1,0,0,0,2,0,0,1,3,0,1
http://signin-flipkart.org,26,1,1,0,0,0,2,0,0,1,0,0,1
http://linkedin739.banking.in,29,2,0,0,0,0,2,0,0,1,3,1,1
https://www.github.in,21,2,0,0,0,0,2,1,0,0,0,1,0
http://password772-google.org,29,1,1,0,0,0,2,0,0,1,3,0,1
https://www.apple.net,21,2,0,0,0,0,2,1,0,0,0,1,0
http://password-linkedin.in,27,1,1,0,0,0,2,0,0,1,0,0,1
http://119.75.130.216/account,29,3,0,0,0,0,3,0,1,1,11,2,1
https://www.facebook.net,24,2,0,0,0,0,2,1,0,0,0,1,0
http://netflix-verify841.org,28,1,1,0,0,0,2,0,0,1,3,0,1
https://www.amazon.com,22,2,0,0,0,0,2,1,0,0,0,1,0
http://10.60.129.236/login,26,3,0,0,0,0,3,0,1,1,10,2,1
https://www.google.com,22,2,0,0,0,0,2,1,0,0,0,1,0
https://www.microsoft.com,25,2,0,0,0,0,2,1,0,0,0,1,0
http://account-google.com,25,1,1,0,0,0,2,0,0,1,0,0,1
http://linkedin-confirm519.org,30,1,1,0,0,0,2,0,0,1,3,0,1
https://www.apple.net,21,2,0,0,0,0,2,1,0,0,0,1,0
https://www.facebook.co,23,2,0,0,0,0,2,1,0,0,0,1,0
http://112.251.204.12/password,30,3,0,0,0,0,3,0,1,1,11,2,1
http://214.209.214.110/signin,29,3,0,0,0,0,3,0,1,1,12,2,1
https://www.google.com,22,2,0,0,0,0,2,1,0,0,0,1,0
